measurement_id,station_id,measurement_date,mode,pressure,flow,temperature,vibration
3193,106,2025-04-02,peak,60.52,1155.65,16.46,0.586
3194,106,2025-04-03,peak,61.64,1051.53,19.66,0.641
3195,106,2025-04-04,peak,61.41,1073.64,19.29,0.711
3196,106,2025-04-05,normal,60.03,926.47,11.84,0.535
3197,106,2025-04-06,peak,62.88,1052.63,21.28,0.624
3198,106,2025-04-07,normal,59.81,882.5,19.16,0.561
3199,106,2025-04-08,normal,59.87,922.18,13.25,0.566
3200,106,2025-04-09,stress,62.89,954.65,17.72,1.192
3201,106,2025-04-10,normal,60.74,881.4,17.3,0.561
3202,106,2025-04-11,normal,60.35,934.73,17.68,0.594
3203,106,2025-04-12,peak,61.8,1065.04,19.51,0.681
3204,106,2025-04-13,normal,60.9,908.18,16.9,0.467
3205,106,2025-04-14,normal,62.39,835.68,22.11,0.5
3206,106,2025-04-15,normal,57.83,910.06,22.92,0.585
3207,106,2025-04-16,stress,61.93,902.96,23.01,1.076
3208,106,2025-04-17,normal,58.22,928.22,17.32,0.568
3209,106,2025-04-18,normal,60.71,894.7,16.96,0.522
3210,106,2025-04-19,normal,60.82,917.07,22.62,0.534
3211,106,2025-04-20,peak,61.42,1081.48,21.51,0.615
3212,106,2025-04-21,normal,61.64,886.08,21.25,0.675
3213,106,2025-04-22,peak,63.72,1023.13,23.67,0.647
3214,106,2025-04-23,normal,62.69,902.22,21.57,0.496
3215,106,2025-04-24,stress,63.53,985.91,18.12,1.126
3216,106,2025-04-25,repair,58.51,730.76,20.78,0.874
3217,106,2025-04-26,normal,61.33,870.66,21.59,0.564
3218,106,2025-04-27,normal,60.36,900.53,22.98,0.431
3219,106,2025-04-28,normal,59.93,881.9,19.07,0.593
3220,106,2025-04-29,stress,64.32,916.86,22.97,1.125
3221,106,2025-04-30,normal,60.87,877.23,23.21,0.608
3222,106,2025-05-01,repair,59.19,737.58,23.26,0.871
3223,106,2025-05-02,normal,58.81,899.59,23.15,0.623
3224,106,2025-05-03,normal,59.57,936.33,22.53,0.583
3225,106,2025-05-04,peak,63.28,1015.77,26.0,0.542
3226,106,2025-05-05,repair,57.62,723.62,19.47,0.874
3227,106,2025-05-06,normal,59.85,930.14,24.21,0.604
3228,106,2025-05-07,stress,63.07,939.44,27.84,1.123
3229,106,2025-05-08,normal,62.93,945.63,26.29,0.563
3230,106,2025-05-09,normal,61.21,817.91,25.53,0.537
3231,106,2025-05-10,normal,60.1,841.02,20.87,0.614
3232,106,2025-05-11,normal,57.55,877.53,26.94,0.53
3233,106,2025-05-12,stress,65.33,882.18,24.85,1.076
3234,106,2025-05-13,normal,58.64,867.41,23.92,0.561
3235,106,2025-05-14,stress,64.7,960.86,24.9,1.131
3236,106,2025-05-15,stress,63.6,1003.75,20.51,0.992
3237,106,2025-05-16,stress,63.79,876.38,23.46,1.045
3238,106,2025-05-17,normal,61.69,957.61,22.43,0.47
3239,106,2025-05-18,normal,61.77,910.5,26.25,0.558
3240,106,2025-05-19,peak,60.49,1043.49,25.8,0.579
3241,106,2025-05-20,peak,61.29,1031.98,26.07,0.694
3242,106,2025-05-21,peak,60.75,1034.93,27.25,0.673
3243,106,2025-05-22,normal,59.55,917.44,22.81,0.539
3244,106,2025-05-23,stress,65.72,920.48,28.06,1.005
3245,106,2025-05-24,normal,59.27,984.87,25.37,0.549
3246,106,2025-05-25,stress,62.21,905.2,27.85,1.1
3247,106,2025-05-26,normal,59.58,928.38,28.36,0.612
3248,106,2025-05-27,normal,61.7,887.3,30.68,0.546
3249,106,2025-05-28,normal,61.19,871.55,26.45,0.465
3250,106,2025-05-29,normal,59.61,947.67,26.43,0.494
3251,106,2025-05-30,stress,63.92,919.84,24.65,1.07
3252,106,2025-05-31,peak,60.2,996.21,26.64,0.649
3253,106,2025-06-01,peak,61.34,989.9,33.69,0.622
3254,106,2025-06-02,normal,59.76,875.08,27.9,0.596
3255,106,2025-06-03,normal,61.4,924.74,28.27,0.566
3256,106,2025-06-04,normal,58.88,979.47,26.75,0.526
3257,106,2025-06-05,normal,58.79,921.04,32.94,0.514
3258,106,2025-06-06,normal,60.39,921.53,32.9,0.629
3259,106,2025-06-07,stress,64.53,941.9,28.03,1.037
3260,106,2025-06-08,normal,61.44,930.1,27.68,0.56
3261,106,2025-06-09,normal,58.15,865.12,32.62,0.562
3262,106,2025-06-10,repair,57.53,740.43,22.63,0.905
3263,106,2025-06-11,repair,55.5,704.28,27.97,0.894
3264,106,2025-06-12,normal,58.9,825.44,26.79,0.593
3265,106,2025-06-13,normal,59.98,840.79,27.53,0.586
3266,106,2025-06-14,peak,61.0,910.65,26.89,0.619
3267,106,2025-06-15,normal,59.57,910.5,28.32,0.6
3268,106,2025-06-16,normal,59.68,805.4,27.49,0.488
3269,106,2025-06-17,normal,60.49,917.26,27.5,0.489
3270,106,2025-06-18,normal,60.31,947.11,29.36,0.525
3271,106,2025-06-19,normal,59.96,954.98,31.18,0.56
3272,106,2025-06-20,normal,60.33,896.4,27.56,0.499
3273,106,2025-06-21,normal,60.0,913.33,32.09,0.574
3274,106,2025-06-22,peak,65.14,1014.82,26.06,0.634
3275,106,2025-06-23,repair,55.76,668.05,30.89,0.88
3276,106,2025-06-24,stress,64.97,884.1,25.21,1.023
3277,106,2025-06-25,repair,57.52,669.74,25.87,0.88
3278,106,2025-06-26,normal,58.95,850.6,25.78,0.525
3279,106,2025-06-27,normal,62.33,883.79,28.25,0.593
3280,106,2025-06-28,normal,59.22,962.75,28.28,0.558
3281,106,2025-06-29,normal,60.27,932.99,27.0,0.588
3282,106,2025-06-30,normal,60.99,866.64,27.49,0.586
3283,107,2024-01-01,normal,59.25,1148.25,-0.82,0.628
3284,107,2024-01-02,normal,60.22,1128.9,-4.6,0.646
3285,107,2024-01-03,peak,59.77,1245.83,-0.76,0.755
3286,107,2024-01-04,normal,59.5,1080.76,-4.81,0.676
3287,107,2024-01-05,normal,60.83,1089.87,-0.45,0.569
3288,107,2024-01-06,peak,61.99,1259.56,1.07,0.721
3289,107,2024-01-07,normal,59.06,1091.17,2.04,0.662
3290,107,2024-01-08,stress,63.64,1145.82,-0.39,1.16
3291,107,2024-01-09,peak,61.24,1228.2,-1.37,0.697
3292,107,2024-01-10,peak,62.1,1235.92,-2.73,0.735
3293,107,2024-01-11,peak,62.03,1272.39,-3.34,0.821
3294,107,2024-01-12,normal,60.27,1089.68,0.71,0.626
3295,107,2024-01-13,normal,59.48,1103.52,-0.38,0.638
3296,107,2024-01-14,normal,59.33,1089.27,-1.72,0.65
3297,107,2024-01-15,normal,60.71,1111.15,-0.22,0.624
3298,107,2024-01-16,normal,59.82,1100.49,-2.45,0.608
3299,107,2024-01-17,stress,62.92,1125.91,1.94,1.115
3300,107,2024-01-18,normal,58.99,1089.72,-0.82,0.59
3301,107,2024-01-19,peak,63.24,1265.08,1.32,0.674
3302,107,2024-01-20,peak,62.49,1265.86,2.66,0.775
3303,107,2024-01-21,normal,62.39,1113.7,-0.58,0.638
3304,107,2024-01-22,peak,61.94,1191.66,-0.84,0.726
3305,107,2024-01-23,normal,61.01,1083.31,3.6,0.637
3306,107,2024-01-24,peak,60.61,1222.99,2.05,0.738
3307,107,2024-01-25,normal,60.23,1069.4,0.31,0.689
3308,107,2024-01-26,normal,60.21,1154.96,-1.45,0.591
3309,107,2024-01-27,normal,60.66,1102.01,0.69,0.598
3310,107,2024-01-28,normal,60.37,1110.64,-0.97,0.642
3311,107,2024-01-29,peak,61.4,1276.0,4.68,0.811
3312,107,2024-01-30,repair,57.11,927.7,1.94,0.964
3313,107,2024-01-31,normal,58.46,1101.07,2.76,0.596
3314,107,2024-02-01,peak,62.82,1282.56,-0.52,0.675
3315,107,2024-02-02,normal,58.81,1067.26,0.18,0.682
3316,107,2024-02-03,stress,64.13,1116.58,3.01,1.259
3317,107,2024-02-04,peak,63.73,1248.95,2.18,0.747
3318,107,2024-02-05,normal,61.95,1123.12,3.23,0.614
3319,107,2024-02-06,peak,61.42,1241.12,7.29,0.628
3320,107,2024-02-07,normal,60.54,1101.22,2.38,0.635
3321,107,2024-02-08,repair,57.65,913.52,6.25,0.971
3322,107,2024-02-09,normal,59.86,1133.69,4.32,0.648
3323,107,2024-02-10,normal,59.87,1154.83,2.05,0.657
3324,107,2024-02-11,normal,61.18,1086.87,1.93,0.602
3325,107,2024-02-12,peak,62.66,1238.05,1.92,0.73
3326,107,2024-02-13,normal,61.03,1129.28,3.89,0.642
3327,107,2024-02-14,repair,57.4,898.42,5.1,0.934
3328,107,2024-02-15,peak,61.76,1214.95,3.94,0.768
3329,107,2024-02-16,peak,63.18,1244.14,4.15,0.634
3330,107,2024-02-17,peak,60.22,1179.32,4.53,0.742
3331,107,2024-02-18,peak,63.74,1246.89,4.6,0.788
3332,107,2024-02-19,peak,62.75,1211.19,4.33,0.671
3333,107,2024-02-20,peak,61.46,1223.46,5.89,0.649
3334,107,2024-02-21,normal,60.04,1100.89,4.87,0.62
3335,107,2024-02-22,repair,56.38,906.68,5.57,0.968
3336,107,2024-02-23,normal,60.93,1120.87,5.11,0.566
3337,107,2024-02-24,normal,60.76,1073.75,6.84,0.675
3338,107,2024-02-25,repair,57.88,950.66,4.62,0.979
3339,107,2024-02-26,normal,60.98,1145.87,7.27,0.592
3340,107,2024-02-27,repair,59.11,934.08,7.84,0.967
3341,107,2024-02-28,normal,59.74,1109.95,5.4,0.616
3342,107,2024-02-29,peak,59.64,1218.49,6.1,0.722
3343,107,2024-03-01,normal,62.12,1106.51,8.37,0.651
3344,107,2024-03-02,normal,61.0,1105.3,9.24,0.531
3345,107,2024-03-03,peak,63.9,1232.9,5.98,0.781
3346,107,2024-03-04,normal,60.94,1059.57,12.24,0.571
3347,107,2024-03-05,normal,58.77,1094.38,8.11,0.678
3348,107,2024-03-06,normal,61.5,1065.77,8.6,0.62
3349,107,2024-03-07,peak,62.92,1244.95,9.75,0.758
3350,107,2024-03-08,normal,61.11,1139.59,6.79,0.651
3351,107,2024-03-09,repair,59.06,933.83,9.98,0.999
3352,107,2024-03-10,stress,64.1,1089.45,12.52,1.2
3353,107,2024-03-11,stress,64.9,1159.92,11.96,1.146
3354,107,2024-03-12,stress,65.48,1137.51,9.12,1.213
3355,107,2024-03-13,stress,65.69,1175.32,12.88,1.26
3356,107,2024-03-14,stress,65.84,1123.78,8.97,1.291
3357,107,2024-03-15,normal,61.68,1073.6,12.94,0.53
3358,107,2024-03-16,peak,62.55,1231.8,13.38,0.686
3359,107,2024-03-17,peak,63.87,1284.8,13.03,0.712
3360,107,2024-03-18,peak,64.25,1238.27,12.09,0.665
3361,107,2024-03-19,normal,61.27,1096.65,9.17,0.657
3362,107,2024-03-20,peak,63.8,1221.82,11.87,0.772
3363,107,2024-03-21,repair,59.04,907.47,13.13,0.969
3364,107,2024-03-22,normal,62.13,1070.14,14.22,0.595
3365,107,2024-03-23,normal,60.93,1094.32,13.23,0.569
3366,107,2024-03-24,normal,60.87,1057.72,11.44,0.621
3367,107,2024-03-25,normal,61.0,1057.22,14.15,0.668
3368,107,2024-03-26,normal,60.9,1119.78,12.08,0.679
3369,107,2024-03-27,normal,60.51,1071.1,16.15,0.623
3370,107,2024-03-28,peak,62.61,1223.55,15.92,0.695
3371,107,2024-03-29,peak,63.49,1207.69,12.43,0.782
3372,107,2024-03-30,normal,61.59,1038.89,15.01,0.652
3373,107,2024-03-31,normal,59.63,1009.89,17.97,0.641
3374,107,2024-04-01,peak,63.51,1224.17,15.18,0.751
3375,107,2024-04-02,peak,62.91,1260.61,13.49,0.665
3376,107,2024-04-03,peak,62.14,1263.89,18.42,0.796
3377,107,2024-04-04,peak,61.72,1157.61,18.93,0.669
3378,107,2024-04-05,peak,63.24,1201.96,17.44,0.75
3379,107,2024-04-06,peak,62.68,1244.01,19.26,0.737
3380,107,2024-04-07,normal,60.06,1055.51,19.36,0.548
3381,107,2024-04-08,normal,61.32,1048.23,19.06,0.63
3382,107,2024-04-09,stress,65.4,1075.13,19.13,1.105
3383,107,2024-04-10,normal,60.74,1054.92,18.58,0.628
3384,107,2024-04-11,repair,58.47,902.43,18.66,0.961
3385,107,2024-04-12,normal,60.95,1063.82,20.25,0.635
3386,107,2024-04-13,stress,63.54,1129.87,17.7,1.138
3387,107,2024-04-14,peak,63.36,1225.06,19.64,0.727
3388,107,2024-04-15,stress,65.44,1133.72,19.01,1.272
3389,107,2024-04-16,normal,59.5,1016.6,16.57,0.614
3390,107,2024-04-17,normal,61.33,1064.08,20.98,0.633
3391,107,2024-04-18,normal,60.38,1104.66,17.29,0.643
3392,107,2024-04-19,peak,63.33,1192.75,20.06,0.72
3393,107,2024-04-20,normal,60.92,1118.71,20.71,0.632
3394,107,2024-04-21,normal,61.19,1045.03,20.73,0.631
3395,107,2024-04-22,normal,61.07,1072.49,20.86,0.696
3396,107,2024-04-23,normal,62.98,1061.68,22.5,0.601
3397,107,2024-04-24,normal,60.16,1072.49,20.7,0.65
3398,107,2024-04-25,normal,60.02,1050.99,23.89,0.65
3399,107,2024-04-26,peak,63.5,1162.56,22.78,0.754
3400,107,2024-04-27,peak,64.16,1163.59,22.77,0.784
3401,107,2024-04-28,stress,63.96,1083.27,22.5,1.123
3402,107,2024-04-29,peak,61.53,1222.56,23.01,0.81
3403,107,2024-04-30,normal,60.43,1032.19,22.76,0.63
3404,107,2024-05-01,stress,64.0,1146.8,24.66,1.173
3405,107,2024-05-02,normal,60.04,1059.31,20.64,0.707
3406,107,2024-05-03,normal,59.44,1034.63,25.12,0.67
3407,107,2024-05-04,normal,61.56,1048.69,23.82,0.699
3408,107,2024-05-05,peak,61.98,1194.65,24.53,0.736
3409,107,2024-05-06,normal,60.51,1054.15,24.11,0.643
3410,107,2024-05-07,normal,60.99,1041.13,24.54,0.673
3411,107,2024-05-08,normal,61.28,1006.38,19.72,0.684
3412,107,2024-05-09,normal,60.7,1068.15,27.19,0.689
3413,107,2024-05-10,peak,61.73,1156.09,20.24,0.757
3414,107,2024-05-11,normal,61.73,1066.2,24.08,0.608
3415,107,2024-05-12,normal,60.5,1018.39,27.39,0.577
3416,107,2024-05-13,peak,60.9,1184.02,24.65,0.716
3417,107,2024-05-14,normal,60.64,1029.36,24.58,0.712
3418,107,2024-05-15,peak,62.94,1160.96,23.66,0.73
3419,107,2024-05-16,normal,60.39,1053.83,23.73,0.517
3420,107,2024-05-17,normal,62.7,1059.83,27.95,0.617
3421,107,2024-05-18,normal,59.67,1053.52,25.77,0.631
3422,107,2024-05-19,normal,61.42,1027.27,26.02,0.639
3423,107,2024-05-20,normal,59.84,1028.73,28.74,0.677
3424,107,2024-05-21,normal,59.91,999.3,27.58,0.668
3425,107,2024-05-22,normal,60.26,997.92,27.33,0.68
3426,107,2024-05-23,peak,61.91,1204.39,24.95,0.804
3427,107,2024-05-24,normal,60.24,1039.7,25.49,0.677
3428,107,2024-05-25,normal,61.5,1043.06,25.49,0.631
3429,107,2024-05-26,normal,61.87,1065.77,26.19,0.593
3430,107,2024-05-27,normal,60.66,1032.91,29.01,0.61
3431,107,2024-05-28,normal,60.34,998.52,27.07,0.6
3432,107,2024-05-29,normal,59.92,1018.74,25.26,0.641
3433,107,2024-05-30,normal,60.73,1101.99,26.48,0.656
3434,107,2024-05-31,normal,60.46,1042.16,26.85,0.639
3435,107,2024-06-01,normal,60.08,1034.3,23.65,0.693
3436,107,2024-06-02,normal,60.65,1052.25,28.76,0.576
3437,107,2024-06-03,normal,60.27,1098.05,26.74,0.668
3438,107,2024-06-04,normal,62.37,1017.65,29.04,0.657
3439,107,2024-06-05,normal,60.66,1012.74,22.92,0.675
3440,107,2024-06-06,normal,61.46,1041.28,29.23,0.664
3441,107,2024-06-07,normal,60.98,1020.98,29.23,0.655
3442,107,2024-06-08,repair,57.5,824.29,26.64,0.907
3443,107,2024-06-09,normal,59.16,988.86,27.6,0.653
3444,107,2024-06-10,normal,59.98,1002.38,26.92,0.597
3445,107,2024-06-11,normal,59.09,1048.93,26.55,0.646
3446,107,2024-06-12,normal,60.68,1051.29,24.11,0.611
3447,107,2024-06-13,peak,62.84,1210.78,30.36,0.743
3448,107,2024-06-14,stress,63.34,1049.13,26.9,1.156
3449,107,2024-06-15,normal,60.79,1075.65,29.14,0.618
3450,107,2024-06-16,repair,57.95,845.75,27.44,0.973
3451,107,2024-06-17,normal,60.46,1005.78,26.35,0.644
3452,107,2024-06-18,normal,60.06,993.92,29.7,0.674
3453,107,2024-06-19,peak,63.29,1149.88,27.95,0.778
3454,107,2024-06-20,normal,61.17,1032.37,25.37,0.547
3455,107,2024-06-21,normal,61.45,1001.96,27.19,0.608
3456,107,2024-06-22,normal,61.21,1031.09,27.24,0.741
3457,107,2024-06-23,normal,60.74,994.67,27.35,0.637
3458,107,2024-06-24,stress,63.83,1048.82,27.13,1.136
3459,107,2024-06-25,normal,60.48,1036.4,27.45,0.623
3460,107,2024-06-26,repair,58.41,884.06,28.15,1.037
3461,107,2024-06-27,normal,60.07,1057.55,28.9,0.619
3462,107,2024-06-28,peak,61.8,1133.73,30.32,0.762
3463,107,2024-06-29,peak,61.05,1130.84,26.51,0.724
3464,107,2024-06-30,normal,59.47,1088.06,25.83,0.573
3465,107,2024-07-01,normal,61.3,1017.42,27.97,0.648
3466,107,2024-07-02,normal,59.03,951.69,25.89,0.706
3467,107,2024-07-03,normal,59.91,994.95,27.68,0.649
3468,107,2024-07-04,stress,62.06,1147.09,29.03,1.173
3469,107,2024-07-05,normal,60.96,1036.06,27.25,0.65
3470,107,2024-07-06,peak,62.34,1172.51,27.59,0.743
3471,107,2024-07-07,normal,58.71,998.95,26.99,0.601
3472,107,2024-07-08,peak,62.99,1147.34,23.85,0.714
3473,107,2024-07-09,peak,61.97,1167.34,27.57,0.725
3474,107,2024-07-10,normal,59.67,1003.66,26.23,0.659
3475,107,2024-07-11,stress,64.54,1045.39,29.1,1.211
3476,107,2024-07-12,normal,60.54,1002.02,23.03,0.606
3477,107,2024-07-13,normal,60.07,1017.34,25.01,0.55
3478,107,2024-07-14,normal,59.81,1008.97,25.2,0.683
3479,107,2024-07-15,stress,63.07,1089.39,25.96,1.156
3480,107,2024-07-16,normal,59.29,983.55,27.37,0.622
3481,107,2024-07-17,normal,60.2,1036.84,22.59,0.595
3482,107,2024-07-18,repair,56.81,857.46,23.75,0.996
3483,107,2024-07-19,stress,63.9,1102.16,27.0,1.105
3484,107,2024-07-20,normal,61.64,1101.04,26.38,0.575
3485,107,2024-07-21,peak,63.08,1146.06,27.19,0.696
3486,107,2024-07-22,stress,61.53,1029.38,25.32,1.166
3487,107,2024-07-23,peak,61.29,1160.95,25.05,0.733
3488,107,2024-07-24,peak,61.51,1190.4,23.41,0.81
3489,107,2024-07-25,normal,59.53,1013.54,25.24,0.656
3490,107,2024-07-26,normal,58.67,1034.38,21.26,0.624
3491,107,2024-07-27,normal,58.59,976.48,24.96,0.688
3492,107,2024-07-28,peak,59.83,1104.24,24.6,0.682
3493,107,2024-07-29,normal,59.95,1008.42,27.27,0.655
3494,107,2024-07-30,normal,60.57,1018.29,23.79,0.619
3495,107,2024-07-31,normal,59.27,1071.92,22.71,0.64
3496,107,2024-08-01,stress,63.38,1119.88,23.05,1.168
3497,107,2024-08-02,normal,59.77,1020.3,21.75,0.613
3498,107,2024-08-03,peak,62.44,1154.11,23.52,0.716
3499,107,2024-08-04,repair,56.21,799.31,22.08,1.018
3500,107,2024-08-05,normal,59.39,1013.52,25.11,0.593
3501,107,2024-08-06,peak,61.46,1156.14,23.27,0.733
3502,107,2024-08-07,stress,63.63,1109.2,22.75,1.111
3503,107,2024-08-08,normal,59.99,1025.71,22.06,0.544
3504,107,2024-08-09,normal,61.06,1008.41,23.88,0.565
3505,107,2024-08-10,repair,57.51,842.49,22.98,0.98
3506,107,2024-08-11,normal,59.03,991.72,24.2,0.696
3507,107,2024-08-12,normal,58.65,1016.18,22.25,0.623
3508,107,2024-08-13,normal,59.54,1023.18,25.46,0.609
3509,107,2024-08-14,peak,62.71,1171.19,18.09,0.732
3510,107,2024-08-15,repair,56.88,816.91,22.3,1.022
3511,107,2024-08-16,normal,59.22,997.4,21.42,0.703
3512,107,2024-08-17,normal,59.93,1021.3,19.79,0.658
3513,107,2024-08-18,peak,61.77,1172.88,20.98,0.754
3514,107,2024-08-19,peak,60.57,1157.62,20.15,0.709
3515,107,2024-08-20,stress,64.24,1098.12,22.29,1.128
3516,107,2024-08-21,normal,59.24,1032.01,19.34,0.608
3517,107,2024-08-22,normal,59.89,992.29,23.37,0.632
3518,107,2024-08-23,normal,58.97,1047.02,19.44,0.666
3519,107,2024-08-24,peak,62.51,1118.61,20.61,0.736
3520,107,2024-08-25,peak,63.15,1214.31,15.38,0.738
3521,107,2024-08-26,stress,63.81,1110.31,20.73,1.192
3522,107,2024-08-27,stress,64.05,1057.62,17.42,1.232
3523,107,2024-08-28,stress,62.89,1061.33,18.68,1.173
3524,107,2024-08-29,peak,62.23,1152.16,21.18,0.744
3525,107,2024-08-30,normal,60.0,1071.7,18.55,0.641
3526,107,2024-08-31,repair,58.82,847.08,18.67,0.981
3527,107,2024-09-01,normal,59.4,973.84,16.79,0.672
3528,107,2024-09-02,stress,64.04,1076.13,16.55,1.218
3529,107,2024-09-03,normal,59.76,1065.43,16.96,0.563
3530,107,2024-09-04,normal,57.8,1055.8,17.85,0.67
3531,107,2024-09-05,stress,63.96,1027.72,15.94,1.123
3532,107,2024-09-06,normal,60.77,1069.42,16.96,0.623
3533,107,2024-09-07,stress,63.45,1105.52,16.29,1.116
3534,107,2024-09-08,normal,57.69,1062.41,14.22,0.581
3535,107,2024-09-09,normal,59.77,1046.74,18.73,0.657
3536,107,2024-09-10,peak,61.59,1162.6,16.95,0.743
3537,107,2024-09-11,normal,58.03,1043.14,14.51,0.589
3538,107,2024-09-12,normal,59.64,1041.92,12.01,0.62
3539,107,2024-09-13,peak,61.32,1175.14,13.41,0.712
3540,107,2024-09-14,normal,60.08,1051.3,16.18,0.678
3541,107,2024-09-15,normal,60.54,1088.58,11.67,0.658
3542,107,2024-09-16,normal,60.44,1022.74,14.4,0.634
3543,107,2024-09-17,normal,58.03,1023.47,10.07,0.637
3544,107,2024-09-18,normal,59.18,1048.96,13.71,0.626
3545,107,2024-09-19,repair,56.85,842.68,12.39,1.012
3546,107,2024-09-20,normal,60.35,1057.04,12.87,0.662
3547,107,2024-09-21,normal,58.65,1044.63,9.92,0.648
3548,107,2024-09-22,normal,58.61,1061.3,10.73,0.589
3549,107,2024-09-23,stress,62.12,1048.15,11.87,1.192
3550,107,2024-09-24,normal,60.9,1028.19,10.3,0.697
3551,107,2024-09-25,repair,57.16,854.25,12.85,1.014
3552,107,2024-09-26,peak,60.59,1184.84,13.46,0.686
3553,107,2024-09-27,peak,60.51,1170.82,10.46,0.771
3554,107,2024-09-28,stress,63.16,1096.16,11.26,1.112
3555,107,2024-09-29,peak,60.33,1171.37,10.54,0.728
3556,107,2024-09-30,peak,61.17,1176.51,12.24,0.76
3557,107,2024-10-01,normal,59.74,1035.41,13.06,0.586
3558,107,2024-10-02,normal,58.89,1047.02,8.47,0.599
3559,107,2024-10-03,peak,60.12,1215.05,10.04,0.715
3560,107,2024-10-04,normal,58.99,1026.4,6.92,0.658
3561,107,2024-10-05,normal,59.34,1047.38,8.15,0.618
3562,107,2024-10-06,normal,59.25,1074.2,8.33,0.704
3563,107,2024-10-07,peak,60.51,1193.86,8.38,0.653
3564,107,2024-10-08,peak,61.09,1130.44,7.54,0.698
3565,107,2024-10-09,normal,58.04,1073.47,10.4,0.642
3566,107,2024-10-10,peak,61.3,1186.83,5.43,0.746
3567,107,2024-10-11,normal,58.53,1016.3,3.69,0.604
3568,107,2024-10-12,peak,60.56,1174.45,7.71,0.75
3569,107,2024-10-13,normal,59.81,1045.99,4.73,0.609
3570,107,2024-10-14,normal,57.34,1049.92,8.12,0.664
3571,107,2024-10-15,peak,61.32,1237.54,4.31,0.691
3572,107,2024-10-16,peak,61.04,1177.89,6.74,0.713
3573,107,2024-10-17,normal,58.44,1076.96,5.94,0.694
3574,107,2024-10-18,normal,59.03,1109.6,7.0,0.637
3575,107,2024-10-19,normal,58.4,1039.3,5.21,0.61
3576,107,2024-10-20,normal,57.74,1037.01,5.33,0.652
3577,107,2024-10-21,normal,57.65,1063.37,6.95,0.709
3578,107,2024-10-22,stress,62.86,1082.8,5.54,1.244
3579,107,2024-10-23,peak,60.99,1178.52,4.29,0.788
3580,107,2024-10-24,peak,59.49,1192.92,3.6,0.656
3581,107,2024-10-25,normal,59.79,1126.95,1.65,0.661
3582,107,2024-10-26,peak,61.46,1176.01,1.89,0.735
3583,107,2024-10-27,stress,62.73,1147.28,2.78,1.103
3584,107,2024-10-28,normal,59.64,1085.97,3.79,0.693
3585,107,2024-10-29,normal,58.97,1121.01,-0.21,0.629
3586,107,2024-10-30,normal,60.31,1096.54,3.97,0.588
3587,107,2024-10-31,normal,58.08,1045.97,3.29,0.611
3588,107,2024-11-01,normal,59.74,1129.89,3.17,0.605
3589,107,2024-11-02,normal,58.58,1105.98,2.38,0.647
3590,107,2024-11-03,normal,57.18,1037.9,4.96,0.584
3591,107,2024-11-04,normal,58.65,1074.58,1.83,0.699
3592,107,2024-11-05,normal,59.68,1119.1,0.68,0.675
3593,107,2024-11-06,repair,57.2,898.45,0.83,0.945
3594,107,2024-11-07,normal,58.49,1094.04,1.0,0.649
3595,107,2024-11-08,normal,58.24,1053.24,0.83,0.599
3596,107,2024-11-09,normal,60.61,1041.3,4.38,0.643
3597,107,2024-11-10,stress,63.98,1138.29,3.62,1.136
3598,107,2024-11-11,stress,62.3,1073.06,-0.37,1.258
3599,107,2024-11-12,normal,61.18,1146.53,5.51,0.71
3600,107,2024-11-13,normal,59.59,1094.28,0.9,0.631
3601,107,2024-11-14,normal,59.9,1075.17,-2.01,0.646
3602,107,2024-11-15,normal,58.78,1085.05,-0.49,0.677
3603,107,2024-11-16,stress,64.24,1130.65,-0.16,1.188
3604,107,2024-11-17,normal,59.69,1114.63,1.48,0.575
3605,107,2024-11-18,normal,58.99,1130.54,0.08,0.599
3606,107,2024-11-19,normal,58.68,1070.3,1.13,0.673
3607,107,2024-11-20,normal,60.06,1110.9,-2.49,0.628
3608,107,2024-11-21,stress,63.25,1079.23,-0.45,1.207
3609,107,2024-11-22,peak,60.66,1208.06,-1.12,0.743
3610,107,2024-11-23,normal,59.79,1062.14,-0.24,0.6
3611,107,2024-11-24,normal,60.73,1054.96,-1.46,0.578
3612,107,2024-11-25,peak,62.23,1230.24,-1.3,0.786
3613,107,2024-11-26,stress,64.09,1151.37,-5.95,1.178
3614,107,2024-11-27,normal,58.83,1138.59,-1.92,0.709
3615,107,2024-11-28,stress,62.47,1153.86,-1.96,1.194
3616,107,2024-11-29,stress,63.2,1124.02,-1.19,1.207
3617,107,2024-11-30,normal,59.24,1087.02,-2.43,0.692
3618,107,2024-12-01,peak,59.56,1173.4,-3.02,0.74
3619,107,2024-12-02,peak,61.81,1224.31,0.58,0.763
3620,107,2024-12-03,normal,60.32,1052.83,-1.94,0.637
3621,107,2024-12-04,peak,59.9,1222.91,-1.21,0.751
3622,107,2024-12-05,normal,60.15,1099.1,-0.82,0.623
3623,107,2024-12-06,normal,60.19,1100.03,-1.39,0.671
3624,107,2024-12-07,stress,64.71,1203.16,-0.89,1.165
3625,107,2024-12-08,normal,60.0,1119.75,0.37,0.561
3626,107,2024-12-09,peak,63.11,1248.92,-1.17,0.721
3627,107,2024-12-10,normal,60.22,1121.23,-1.0,0.657
3628,107,2024-12-11,normal,60.16,1074.42,-0.85,0.708
3629,107,2024-12-12,peak,62.71,1207.89,-2.3,0.705
3630,107,2024-12-13,peak,62.92,1231.62,-0.35,0.799
